playlist_id,playlist_name,collection_date,playlist_type,track_position,track_name,track_uuid,collection_date_clean,artist_name,artist_id,label_name,label_type,track_date,track_genres,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,timeSignature,valence
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,1,Petit génie,5c0b0187-6e00-4499-b310-36e730252d13,2023-10-13 00:00:00+00:00,"['Abou Debeing', 'Alonzo', 'Imen Es', 'lossa', 'Jungeli']","['11e81bc3-36f8-dd20-b110-a0369fe50396', '11e83fee-fd00-6e80-a1d4-a0369fe50396', '0252beae-eefb-11e8-91de-549f35161576', '775296e7-8085-4940-a168-33dc9ddbb2fe', 'bfef8fd6-6151-47bc-93f1-588230bac575']","['2054 Records', 'Fulgu Prod', 'Next Génération']","['unknown', 'Other independent labels: ""Indie""', 'unknown']",2023-08-04T00:00:00+00:00,['hip-hop & rap'],0.13,0.8,0.58,0.0,1.0,0.22,-5.93,0.0,0.24,126.05,4.0,0.97
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,2,Si No Estás,dcdf953d-d0b7-42f8-8dab-a30aaf19e066,2023-10-13 00:00:00+00:00,['iñigo quintero'],['4768fff2-bb58-437a-9c1d-be70a646dd0c'],['iñigo quintero'],['Self released'],2022-09-23T00:00:00+00:00,"['latin', 'pop', 'folk & traditional']",0.83,0.54,0.42,0.0,5.0,0.14,-8.72,1.0,0.03,98.22,4.0,0.52
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,3,LAISSE MOI,065bda79-ba47-41cb-b44f-487741dc2ab9,2023-10-13 00:00:00+00:00,['KeBlack'],['11e81bc8-7bb4-47b0-ac67-a0369fe50396'],['Dayeden'],['unknown'],2023-09-08T00:00:00+00:00,['hip-hop & rap'],0.46,0.77,0.72,0.0,10.0,0.13,-7.88,0.0,0.35,120.03,4.0,0.7
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,4,Saiyan,f1928fd5-134e-444e-a66c-7b5541a9f23f,2023-10-13 00:00:00+00:00,"[""Heuss L'enfoiré"", 'Gazo']","['11e81bce-22bb-888e-9f62-a0369fe50396', '59a6ff7c-c650-11e8-9647-549f35141000']","['150 Prod', 'Straw Production']","['unknown', 'unknown']",2023-06-02T00:00:00+00:00,['hip-hop & rap'],0.36,0.78,0.81,0.0,7.0,0.21,-4.57,0.0,0.03,125.03,4.0,0.66
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,5,Casanova,be8682de-a811-4754-b310-9c816d3d6b56,2023-10-13 00:00:00+00:00,"['Soolking', 'Gazo']","['11e81bba-d00e-f2d2-a406-a0369fe50396', '59a6ff7c-c650-11e8-9647-549f35141000']",['Pandor Music'],['unknown'],2023-07-06T00:00:00+00:00,"['hip-hop & rap', 'r&b, funk & soul']",0.68,0.8,0.83,0.0,7.0,0.12,-4.58,0.0,0.21,132.04,4.0,0.76
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,6,Meridian,a899c70e-bcfd-42e3-80b7-0d0280c63c43,2023-10-13 00:00:00+00:00,"['Dave', 'Tiakola']","['11e81bc7-3e47-39ce-afd6-a0369fe50396', '34982a68-67ee-11e9-b1ad-549f35141000']","['Neighbourhood', 'Dave']","['Other independent labels: ""Indie""', 'Self released']",2023-08-24T00:00:00+00:00,['hip-hop & rap'],0.23,0.91,0.57,0.0,4.0,0.32,-5.95,0.0,0.1,115.03,4.0,0.59
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,7,Paint The Town Red,95f0a948-3105-4f0b-95f4-bd683b2ccfcf,2023-10-13 00:00:00+00:00,['Doja Cat'],['11e81bc3-7980-c950-afcb-a0369fe50396'],['Kemosabe'],['Sony'],2023-08-04T00:00:00+00:00,"['hip-hop & rap', 'pop']",0.27,0.87,0.54,0.0,5.0,0.09,-8.6,1.0,0.17,99.97,4.0,0.73
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,8,Bolide allemand,ac91625d-3ab4-457b-9d90-7a36e3507ac8,2023-10-13 00:00:00+00:00,['SDM'],['b207fd7c-c5a8-11e8-8a3f-549f35141000'],['Capitol'],['Universal'],2022-12-01T00:00:00+00:00,['hip-hop & rap'],0.43,0.71,0.66,0.0,4.0,0.11,-7.49,0.0,0.16,131.81,4.0,0.64
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,9,Strangers,612714b9-a161-4c1c-b4ef-aa21288a3a1c,2023-10-13 00:00:00+00:00,['Kenya Grace'],['09980c28-dfd7-11e9-bbf1-549f35141000'],['KGJ Music'],['unknown'],2023-09-01T00:00:00+00:00,['electronic'],0.7,0.63,0.52,0.0,11.0,0.22,-8.31,0.0,0.09,169.98,4.0,0.42
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,10,Laboratoire,47307391-5220-4473-aa8c-e0e49941c17f,2023-10-13 00:00:00+00:00,['WeRenoi'],['b95ebba3-b5e9-467a-afc2-1d148fc1d991'],"['All Points', 'PGP', 'PLR Music']","['Believe', 'unknown', 'unknown']",2023-03-10T00:00:00+00:00,['hip-hop & rap'],0.46,0.8,0.6,0.0,5.0,0.11,-6.53,0.0,0.21,125.02,4.0,0.53
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,11,Meuda,62601437-cc7d-45d9-9a2a-23f6ff17909b,2023-10-13 00:00:00+00:00,['Tiakola'],['34982a68-67ee-11e9-b1ad-549f35141000'],['Wati-B'],"['Other independent labels: ""Indie""']",2022-05-27T00:00:00+00:00,['hip-hop & rap'],0.51,0.72,0.59,0.0,9.0,0.2,-6.5,1.0,0.08,141.9,4.0,0.62
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,12,Flashback,26fa55cf-b8bb-49f5-ac29-ff7cb535aa09,2023-10-13 00:00:00+00:00,"['Gazo', 'Favé']","['59a6ff7c-c650-11e8-9647-549f35141000', 'b2df8d40-6f00-4748-87d1-811a8d50c103']","['Morning Glory Music', '109 Record']","['unknown', 'unknown']",2023-09-15T00:00:00+00:00,['hip-hop & rap'],0.4,0.76,0.56,0.0,6.0,0.07,-6.93,0.0,0.08,141.97,4.0,0.73
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,13,Tattoo,ac0cb5ec-6088-4ab6-a91a-30452cdc74a2,2023-10-13 00:00:00+00:00,['Loreen'],['11e81bc7-11d2-8dbc-b744-a0369fe50396'],['Universal'],['Universal'],2023-02-25T00:00:00+00:00,['pop'],0.24,0.55,0.78,0.0,3.0,0.12,-6.24,0.0,0.08,150.0,4.0,0.3
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,14,Greedy,cc5019d4-cbb7-45c3-9022-b16353cb182d,2023-10-13 00:00:00+00:00,['Tate McRae'],['11e83feb-0064-034c-b479-a0369fe50396'],['RCA'],['Sony'],2023-09-14T00:00:00+00:00,['pop'],0.26,0.75,0.73,0.0,6.0,0.11,-3.19,0.0,0.03,111.01,1.0,0.82
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,15,Magot,bcf1b586-b7f2-4040-98e4-4cea97d0b2c1,2023-10-13 00:00:00+00:00,"['SCH', 'WeRenoi']","['11e81bca-67e0-79a0-97f6-a0369fe50396', 'b95ebba3-b5e9-467a-afc2-1d148fc1d991']","['PGP', 'PLR Music']","['unknown', 'unknown']",2023-09-21T00:00:00+00:00,['hip-hop & rap'],0.23,0.53,0.75,0.0,1.0,0.21,-6.41,0.0,0.32,98.23,3.0,0.52
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,16,Nouvelles,b1282231-f08c-4cd9-b5c5-854a346a90d6,2023-10-13 00:00:00+00:00,['PLK'],['11e81bca-702e-7c9c-8ca6-a0369fe50396'],"['Enna Music', 'Panenka']","['unknown', 'Wagram']",2023-04-13T00:00:00+00:00,['hip-hop & rap'],0.01,0.54,0.66,0.0,11.0,0.11,-7.64,0.0,0.22,196.01,4.0,0.43
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,17,Chemin d'or,b5921420-7706-4f3e-93c0-107e00f4bee2,2023-10-13 00:00:00+00:00,['WeRenoi'],['b95ebba3-b5e9-467a-afc2-1d148fc1d991'],"['All Points', 'PGP', 'PLR Music']","['Believe', 'unknown', 'unknown']",2023-03-09T00:00:00+00:00,['hip-hop & rap'],,,,,,,,,,,,
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,18,BALLE DANS LE COEUR,91b5d5ef-f79c-419c-8f0d-65f89f6e74b9,2023-10-13 00:00:00+00:00,"['Ikaz Boi', 'Tiakola']","['11e81bcc-84e9-5cfe-87bf-a0369fe50396', '34982a68-67ee-11e9-b1ad-549f35141000']",['Stellar 90'],['unknown'],2023-09-28T00:00:00+00:00,['hip-hop & rap'],0.05,0.71,0.59,0.0,7.0,0.44,-9.8,0.0,0.07,120.0,4.0,0.55
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,19,Daylight,84252651-52e6-4436-a31a-3dae11c08514,2023-10-13 00:00:00+00:00,['David Kushner'],['bc91ccf2-048a-11e9-9d69-549f35141000'],"['David Kushner', 'Miserable Music Group']","['Self released', 'unknown']",2023-04-14T00:00:00+00:00,['pop'],0.83,0.51,0.43,0.0,2.0,0.09,-9.48,0.0,0.03,130.09,4.0,0.32
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,20,Jour de plus,5229c54f-e0b3-44ac-8685-5816a6f55754,2023-10-13 00:00:00+00:00,['Freeze Corleone'],['11e81bbd-2e61-9522-8063-a0369fe50396'],"['JAJ', 'MMS Corporation']","['Self released', 'unknown']",2023-09-11T00:00:00+00:00,['hip-hop & rap'],0.0,0.79,0.77,0.0,10.0,0.12,-6.45,0.0,0.23,143.96,4.0,0.32
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,21,Dance The Night (From Barbie The Album),e5f43d7c-74ea-4f37-ae2f-a630fbc15b5d,2023-10-13 00:00:00+00:00,['Dua Lipa'],['11e81bcd-e4e1-abec-b679-a0369fe50396'],['Atlantic'],['Warner'],2023-05-25T00:00:00+00:00,['pop'],0.02,0.67,0.85,0.0,11.0,0.33,-4.93,0.0,0.05,110.06,4.0,0.78
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,22,Shavkat,ebcc4c25-9c11-4892-8305-7dc645799a25,2023-10-13 00:00:00+00:00,['Freeze Corleone'],['11e81bbd-2e61-9522-8063-a0369fe50396'],"['JAJ', 'MMS Corporation']","['Self released', 'unknown']",2023-07-24T00:00:00+00:00,['hip-hop & rap'],0.07,0.63,0.73,0.0,1.0,0.1,-7.16,1.0,0.3,111.15,3.0,0.49
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,23,La League,dcc9afd1-6eff-40f2-b233-9b2a190e636c,2023-10-13 00:00:00+00:00,['WeRenoi'],['b95ebba3-b5e9-467a-afc2-1d148fc1d991'],['PGP'],['unknown'],2021-03-03T00:00:00+00:00,['hip-hop & rap'],0.87,0.58,0.67,0.0,4.0,0.13,-7.38,0.0,0.24,104.2,3.0,0.47
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,24,Arranca,eef13b7c-35f3-4c74-9666-8d3567b88b40,2023-10-13 00:00:00+00:00,"['Omega', 'Becky G']","['11e81bc7-b8a9-58c8-9481-a0369fe50396', '11e81bca-75b6-3380-baf2-a0369fe50396']",['Kemosabe'],['Sony'],2023-03-10T00:00:00+00:00,['latin'],0.04,0.93,0.79,0.0,0.0,0.07,-4.67,0.0,0.13,118.0,4.0,0.86
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,25,No love,06948478-a5f1-4b6c-887b-19981411b6d5,2023-10-13 00:00:00+00:00,"['Ninho', 'Ayra Starr']","['11e81bc8-377c-8d64-923f-a0369fe50396', '440f0f3d-170e-4be3-ac0a-182326bf51f6']","['Rec.118', 'Jefe Productions']","['Warner', 'Self released']",2023-06-28T00:00:00+00:00,"['hip-hop & rap', 'others']",0.17,0.67,0.44,0.0,8.0,0.1,-7.93,0.0,0.39,80.43,4.0,0.36
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,26,Demain,ad625168-2928-4698-a8ec-d5a0a8484d7c,2023-10-13 00:00:00+00:00,['PLK'],['11e81bca-702e-7c9c-8ca6-a0369fe50396'],"['Enna Music', 'Panenka']","['unknown', 'Wagram']",2023-04-13T00:00:00+00:00,['hip-hop & rap'],0.27,0.73,0.68,0.0,1.0,0.12,-8.25,1.0,0.16,137.95,4.0,0.85
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,27,Vois sur ton chemin - Techno Mix,3402c013-8866-408b-825e-d70c9ce8b0a2,2023-10-13 00:00:00+00:00,['BENNETT'],['ad31f580-104c-4ae6-ad47-7278954ba8cc'],['BENNETT'],['Self released'],2023-08-04T00:00:00+00:00,['electronic'],0.09,0.63,0.82,0.07,2.0,0.12,-3.39,0.0,0.05,137.96,4.0,0.37
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,28,Eurostar (feat. Central Cee),8f1b357c-301b-48da-bc8b-beab372e87f6,2023-10-13 00:00:00+00:00,"['Ninho', 'Central Cee']","['11e81bc8-377c-8d64-923f-a0369fe50396', '11e83fe7-2483-1e4c-bb40-a0369fe50396']","['Rec.118', 'Jefe Productions']","['Warner', 'Self released']",2023-06-30T00:00:00+00:00,"['hip-hop & rap', 'others']",0.62,0.78,0.7,0.0,6.0,0.08,-6.13,0.0,0.17,137.05,4.0,0.84
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,29,Roule un autre - A COLORS SHOW,9d5a0378-42af-46e6-acf4-31d58ac575fe,2023-10-13 00:00:00+00:00,['Kerchak'],['1ba3e512-2293-4364-afa7-c70515e2a3a4'],"['Label Blue Sky', 'NGUP']","['Other independent labels: ""Indie""', 'unknown']",2023-10-02T00:00:00+00:00,['hip-hop & rap'],0.03,0.52,0.74,0.0,8.0,0.17,-8.28,1.0,0.71,71.47,5.0,0.47
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,30,LA RUE,9f692779-d826-49d6-b1e3-ef8050404268,2023-10-13 00:00:00+00:00,"['Damso', 'Gazo', 'No Limit']","['11e81bbe-cd1f-f9f0-a840-a0369fe50396', '59a6ff7c-c650-11e8-9647-549f35141000', 'a42661fd-4e92-46ec-9712-338f5acba6c0']","['Epic', 'No Limit Prod']","['Sony', 'Other independent labels: ""Indie""']",2023-05-11T00:00:00+00:00,['hip-hop & rap'],0.35,0.71,0.59,0.0,2.0,0.12,-8.65,0.0,0.2,138.07,4.0,0.58
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,31,The Magic Key,cd7f4377-5cd8-4cfe-9c1c-5f200372e92a,2023-10-13 00:00:00+00:00,"['One-T', 'Trinix']","['11e81bc3-32bd-38dc-9241-a0369fe50396', '11e81bd1-8b5d-d5ce-b69a-a0369fe50396']","['PEOPLE WANT', 'DANCE']","['unknown', 'Self released']",2023-04-07T00:00:00+00:00,['electronic'],0.01,0.89,0.73,0.0,3.0,0.1,-5.21,1.0,0.05,122.0,4.0,0.76
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,32,Solitaire,0096f013-34ec-4126-a62f-f1929e07085e,2023-10-13 00:00:00+00:00,['WeRenoi'],['b95ebba3-b5e9-467a-afc2-1d148fc1d991'],"['All Points', 'Plata o Plomo', 'PLR']","['Believe', 'Other independent labels: ""Indie""', 'unknown']",2022-06-03T00:00:00+00:00,['hip-hop & rap'],0.24,0.77,0.74,0.0,1.0,0.1,-9.15,0.0,0.06,117.99,4.0,0.52
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,33,BESO,87ff6f98-5b27-4d00-be16-2a45dd21a3c8,2023-10-13 00:00:00+00:00,"['ROSALÍA', 'Rauw Alejandro']","['11e81bc1-32d6-d91a-9bdf-a0369fe50396', '11e83fe9-f52f-5ec8-83b4-a0369fe50396']",['Columbia'],['Sony'],2023-03-24T00:00:00+00:00,"['hip-hop & rap', 'latin', 'pop']",0.74,0.77,0.64,0.0,5.0,0.17,-6.67,0.0,0.14,95.05,4.0,0.53
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,34,Prada - Cassö Edit,5cbafc6a-dd3e-44ee-91d0-e274bfb617a6,2023-10-13 00:00:00+00:00,"['RAYE', 'D-Block Europe', 'cassö']","['11e81bcc-b235-0ae6-99bb-a0369fe50396', '11e83fee-0ec0-65c2-8ea6-aa1c026db3d8', '42c4cf5a-b1bb-4fca-83f1-6a9be2bcad6a']",['Ministry of Sound'],['Sony'],2023-08-11T00:00:00+00:00,['electronic'],0.0,0.64,0.72,0.0,8.0,0.11,-5.8,1.0,0.04,141.9,4.0,0.42
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,35,Mauvaise,d65859f2-84ba-416d-bd2a-b237e53c6220,2023-10-13 00:00:00+00:00,['WeRenoi'],['b95ebba3-b5e9-467a-afc2-1d148fc1d991'],"['PGP', 'PLR Music']","['unknown', 'unknown']",2023-09-22T00:00:00+00:00,['hip-hop & rap'],0.34,0.83,0.65,0.0,2.0,0.14,-4.89,0.0,0.18,119.93,4.0,0.53
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,36,Waves,4e68dc0f-5e6b-46ba-88cd-5c61d465dfeb,2023-10-13 00:00:00+00:00,['Imagine Dragons'],['11e81bbe-ebe6-c6ac-95d9-a0369fe50396'],"['Interscope', 'KIDinaKORNER']","['Universal', 'Other independent labels: ""Indie""']",2022-07-01T00:00:00+00:00,['alternative'],0.07,0.47,0.62,0.0,9.0,0.49,-6.35,1.0,0.08,120.12,4.0,0.26
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,37,Emorio,d00d9150-e677-4b9b-8593-58ccf6189c7b,2023-10-13 00:00:00+00:00,"['Fafá de Belém', 'Trinix']","['11e81bbb-463d-fa2a-8276-a0369fe50396', '11e81bd1-8b5d-d5ce-b69a-a0369fe50396']","['WEA', 'Trinix Music']","['Warner', 'unknown']",2023-04-28T00:00:00+00:00,['electronic'],0.09,0.67,0.72,0.4,9.0,0.34,-7.78,0.0,0.04,120.96,4.0,0.62
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,38,Another Love,11e826d9-0bed-45be-bacc-a0369fe50396,2023-10-13 00:00:00+00:00,['Tom Odell'],['11e81bbe-a1e7-d2e4-b8e4-a0369fe50396'],['Sony'],['Sony'],2012-01-01T00:00:00+00:00,"['rock', 'folk & traditional']",0.7,0.44,0.54,0.0,4.0,0.1,-8.54,0.0,0.04,119.16,4.0,0.13
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,39,Special,18447d4f-26d8-4d46-bba8-b8710f8eba2f,2023-10-13 00:00:00+00:00,"['Dave', 'Tiakola']","['11e81bc7-3e47-39ce-afd6-a0369fe50396', '34982a68-67ee-11e9-b1ad-549f35141000']","['Neighbourhood', 'Dave']","['Other independent labels: ""Indie""', 'Self released']",2023-08-25T00:00:00+00:00,['hip-hop & rap'],0.24,0.66,0.72,0.0,2.0,0.13,-7.92,0.0,0.31,143.01,4.0,0.82
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,40,GTB,0710011d-3dc4-4755-ad5c-7f32affef84e,2023-10-13 00:00:00+00:00,"['JEY BROWNIE', 'FLEM KGB']","['53e82f42-c664-11e9-a708-549f35161576', '42473544-9fe5-4aae-a2db-7feeffc35719']",['ATT Music Productions'],['unknown'],2022-12-15T00:00:00+00:00,['hip-hop & rap'],0.23,0.83,0.62,0.0,6.0,0.09,-5.07,0.0,0.05,110.0,4.0,0.41
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,41,IDGAF (feat. Yeat),930be733-d596-477d-8f5b-d641a6465df3,2023-10-13 00:00:00+00:00,"['Drake', 'YEAT']","['11e81bbf-8dca-ff1a-af94-a0369fe50396', 'a4fa9d56-c332-11e8-8781-525400009efb']","['Republic', 'OVO']","['Universal', 'Other independent labels: ""Indie""']",2023-10-06T00:00:00+00:00,['hip-hop & rap'],0.05,0.66,0.67,0.0,8.0,0.21,-8.4,1.0,0.27,136.95,4.0,0.14
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,42,1 2 3 4,9b643761-daef-4cbe-a856-78d7c0e92a3c,2023-10-13 00:00:00+00:00,"['RK', 'Zokush']","['11e83fee-245d-d3ec-ab81-aa1c026db3d8', 'b90dec92-e77e-4322-b93c-5ebe1fc3f0a5']","['Royal Music', 'Adebizik']","['unknown', 'unknown']",2023-06-22T00:00:00+00:00,['hip-hop & rap'],0.27,0.82,0.66,0.0,11.0,0.11,-7.2,0.0,0.13,129.99,4.0,0.56
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,43,"1,2,3 Soleil",92f6f1e7-2513-4cc4-879c-cac301f3145c,2023-10-13 00:00:00+00:00,"['Naza', 'KeBlack', 'NAZAKEBLACK']","['11e81bbc-cc34-4f3e-907f-a0369fe50396', '11e81bc8-7bb4-47b0-ac67-a0369fe50396', '4e87c605-6980-472f-88d7-a6556598c3be']","['Dayeden Musik', 'Capricarolesque Industry']","['unknown', 'Other independent labels: ""Indie""']",2023-06-08T00:00:00+00:00,['hip-hop & rap'],0.57,0.73,0.75,0.0,7.0,0.2,-5.98,1.0,0.28,154.93,4.0,0.57
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,44,FLEURS (feat. Tiakola),4315edb5-d20d-4b22-a8e7-82057351babf,2023-10-13 00:00:00+00:00,"['Gazo', 'Tiakola']","['59a6ff7c-c650-11e8-9647-549f35141000', '34982a68-67ee-11e9-b1ad-549f35141000']","['Epic', 'BSB Productions']","['Sony', 'Self released']",2022-06-30T00:00:00+00:00,['hip-hop & rap'],0.27,0.67,0.64,0.0,10.0,0.11,-7.43,1.0,0.08,127.02,4.0,0.44
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,45,Urus,56e9258a-9aee-4350-bb22-331905d3f215,2023-10-13 00:00:00+00:00,['Favé'],['b2df8d40-6f00-4748-87d1-811a8d50c103'],"['Morning Glory Music', '109 Record']","['unknown', 'unknown']",2022-10-12T00:00:00+00:00,['hip-hop & rap'],0.05,0.7,0.76,0.0,11.0,0.08,-5.93,0.0,0.33,161.99,4.0,0.52
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,46,Avec Toi,99635886-a430-11e9-9d33-801844edfa71,2023-10-13 00:00:00+00:00,['Oboy'],['11e83fea-1052-7a50-8e05-aa1c026db3d8'],"['Syndicate', 'Perspective Production']","['Self released', 'unknown']",2019-07-12T00:00:00+00:00,['hip-hop & rap'],0.46,0.66,0.67,0.0,10.0,0.13,-5.93,0.0,0.03,92.48,4.0,0.38
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,47,The Ballet Girl,af9fc548-ca3c-46ca-9a06-c3ddd1968851,2023-10-13 00:00:00+00:00,['Aden Foyer'],['61712c7f-47f1-4b48-9a99-d06fbd16d4cc'],['Aden Foyer'],['Self released'],2022-10-20T00:00:00+00:00,"['pop', 'folk & traditional']",0.1,0.7,0.83,0.0,1.0,0.13,-4.73,1.0,0.03,118.01,4.0,0.59
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,48,City Boys,ca37114b-9193-4d2d-a71a-324ca2313138,2023-10-13 00:00:00+00:00,['Burna Boy'],['14ff75bc-4c73-11e9-a24b-549f35141000'],"['Atlantic', 'Bad Habit', 'Spaceship']","['Warner', 'Other independent labels: ""Indie""', 'Self released']",2023-08-24T00:00:00+00:00,['pop'],0.09,0.81,0.63,0.0,2.0,0.13,-6.76,0.0,0.17,100.03,4.0,0.57
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,49,DIE,0ec15f62-cb25-4377-a641-d74931272f3d,2023-10-13 00:00:00+00:00,['Gazo'],['59a6ff7c-c650-11e8-9647-549f35141000'],"['Epic', 'BSB Productions']","['Sony', 'Self released']",2022-07-01T00:00:00+00:00,['hip-hop & rap'],0.23,0.7,0.63,0.0,8.0,0.12,-7.16,0.0,0.04,130.97,4.0,0.55
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-13 00:00:00+00:00,Charts,50,10.03.2023,d2023d4d-3c40-4443-b6af-3dbaa0de8dfe,2023-10-13 00:00:00+00:00,['WeRenoi'],['b95ebba3-b5e9-467a-afc2-1d148fc1d991'],"['All Points', 'PGP', 'PLR Music']","['Believe', 'unknown', 'unknown']",2023-02-23T00:00:00+00:00,['hip-hop & rap'],0.33,0.79,0.64,0.0,5.0,0.15,-6.2,0.0,0.27,119.99,4.0,0.57
11e84493-6b0e-6dc0-a8d5-a0369fe50396,Top 50 - France,2023-10-20 00:00:00+00:00,Charts,1,Si No Estás,dcdf953d-d0b7-42f8-8dab-a30aaf19e066,2023-10-20 00:00:00+00:00,['iñigo quintero'],['4768fff2-bb58-437a-9c1d-be70a646dd0c'],['iñigo quintero'],['Self released'],2022-09-23T00:00:00+00:00,"['latin', 'pop', 'folk & traditional']",0.83,0.54,0.42,0.0,5.0,0.14,-8.72,1.0,0.03,98.22,4.0,0.52
